관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수
11680-22500,,지상,서울특별시 강남구 선릉로131길 22-3,4.0,1.0,0.0,,,,,,,,,,142.26,4.0
11710-21458,,지상,문정동 68-10,5.0,1.0,0.0,,,,,,,,,,0.0,14.0
11710-22518,,지상,서울특별시 송파구 성내천로 214,5.0,1.0,0.0,,,,,,,,,,245.5676,4.0
11710-3940,,지상,서울특별시 송파구 백제고분로28길 39,5.0,1.0,0.0,,,,,,,,,,228.0,4.0
11440-20583,,지상,서울특별시 마포구 월드컵북로 15,7.0,1.0,1.0,,,,,,,,,,298.97,10.0
11680-100248969,,지상,서울특별시 강남구 강남대로78길 33,5.0,1.0,0.0,,,,,,,,,,250.02,6.0
11140-11265,,지상,서울특별시 중구 퇴계로63길 22-19,1.0,0.0,0.0,,,,,,,,,,83.6455,0.0
11140-12997,,지상,서울특별시 중구 을지로 125,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11680-100258730,,지상,서울특별시 강남구 테헤란로28길 25,4.0,2.0,1.0,,,,,,,,,,149.74,12.0
11110-1000000000000000060936,,지상,서울특별시 종로구 종로63다길 27,7.0,1.0,1.0,,,,,,,,,,326.31,3.0
11710-16338,,지상,서울특별시 송파구 오금로11길 29-16,4.0,1.0,0.0,,,,,,,,,,231.69,4.0
11110-22076,,지상,서울특별시 종로구 평창6길 91,2.0,1.0,0.0,,,,,,,,,,36.88,0.0
11710-13437,,지상,서울특별시 송파구 오금로35길 43-4,4.0,1.0,0.0,,,,,,,,,,199.97,4.0
11140-100196372,,지상,서울특별시 중구 명동8길 12,4.0,0.0,0.0,,,,,,,,,,355.44,0.0
11680-100282263,,지상,서울특별시 강남구 논현로113길 15,5.0,2.0,1.0,,,,,,,,,,196.49,4.0
11680-100295926,,지상,서울특별시 강남구 논현로26길 42-14,4.0,0.0,1.0,,,,,,,,,,192.72,4.0
11680-100236229,,지상,서울특별시 강남구 선릉로72길 10-16,6.0,1.0,1.0,,,,,,,,,,249.37,7.0
11680-100296363,,지상,서울특별시 강남구 자곡로7길 16-7,2.0,1.0,0.0,,,,,,,,,,80.89,3.0
11290-41289,,지상,서울특별시 성북구 화랑로40길 53,5.0,1.0,1.0,,,,,,,,,,295.57,8.0
11290-32048,,지상,서울특별시 성북구 장월로1길 57,5.0,1.0,1.0,,,,,,,,,,261.07,13.0
11680-100314303,,지상,서울특별시 강남구 압구정로2길 21,6.0,1.0,1.0,,,,,,,,,,199.33,26.0
11680-100314423,,지상,서울특별시 강남구 논현로131길 22,5.0,1.0,1.0,,,,,,,,,,198.87,4.0
11680-100314523,,지상,서울특별시 강남구 언주로129길 13,7.0,1.0,1.0,,,,,,,,,,249.54,5.0
11680-10542,,지상,서울특별시 강남구 강남대로 458,7.0,3.0,1.0,,,,,,,,,,302.69,18.0
11290-13426,11290-516,지상,서울특별시 성북구 안암로 103,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-100207293,,지상,서울특별시 강남구 강남대로128길 21,5.0,1.0,1.0,,,,,,,,,,205.02,3.0
11680-100202387,,지상,서울특별시 강남구 논현로172길 21,4.0,1.0,1.0,,,,,,,,,,197.97,5.0
11680-100195786,,지상,서울특별시 강남구 테헤란로43길 18,6.0,2.0,1.0,,,,,,,,,,336.01,11.0
11680-13040,,지상,서울특별시 강남구 도산대로8길 13,4.0,1.0,0.0,,,,,,,,,,198.36,4.0
11545-3688,11545-842,지상,서울특별시 금천구 시흥대로61길 17,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11530-7754,11530-100183214,지상,개봉동 148-1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11290-100267151,11290-100266851,지상,서울특별시 성북구 장월로 160,1.0,2.0,0.0,,,,,,,,,,0.0,0.0
11680-19784,,지상,서울특별시 강남구 도곡로 125,6.0,1.0,1.0,,,,,,,,,,249.2,7.0
11680-19896,,지상,서울특별시 강남구 역삼로5길 20,4.0,0.0,0.0,,,,,,,,,,192.87,5.0
11620-100181581,,지상,서울특별시 관악구 난곡로64가길 16-3,7.0,0.0,1.0,,,,,,,,,,369.55,4.0
11560-5800,,지상,서울특별시 영등포구 영신로44길 9,3.0,1.0,0.0,,,,,,,,,,0.0,7.0
11560-5032,,지상,서울특별시 영등포구 영중로 54,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11290-1704,,지상,서울특별시 성북구 솔샘로 116,,,,31.0,1971.0,0.0,,,,,,,256.98,0.0
11650-18768,,지상,서울특별시 서초구 염곡안길 15,2.0,1.0,0.0,,,,,,,,,,38.02,0.0
11650-18398,,지상,서울특별시 서초구 샘마을길 3-8,3.0,0.0,0.0,,,,,,,,,,93.71,5.0
11650-16275,,지상,서울특별시 서초구 서리풀4길 9,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11650-14866,,지상,서울특별시 서초구 효령로60길 23-4,5.0,1.0,0.0,,,,,,,,,,247.8945,8.0
11560-1924,,지상,서울특별시 영등포구 국회대로37길 22,,,,6.0,292.0,0.0,,,,,,,294.51,350.0
11680-20101,,지상,서울특별시 강남구 논현로152길 11,4.0,1.0,0.0,,,,,,,,,,171.47,7.0
11680-20453,,지상,서울특별시 강남구 봉은사로30길 15,2.0,1.0,0.0,,,,,,,,,,85.58,0.0
11680-23946,,지상,서울특별시 강남구 도산대로37길 6,7.0,2.0,1.0,,,,,,,,,,294.76,27.0
11680-3110,,지상,서울특별시 강남구 언주로148길 35,5.0,1.0,0.0,,,,,,,,,,229.91,4.0
11680-3689,,지상,서울특별시 강남구 삼성로119길 41,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-48411,11680-1500,지상,서울특별시 강남구 압구정로11길 17,,,,,,,2,809호,지상,20.0,2.0,38.68,0.0,0.0
11680-5412,,지상,서울특별시 강남구 논현로 865,4.0,1.0,0.0,,,,,,,,,,203.31,4.0
11545-7120,,지상,서울특별시 금천구 범안로16길 14,2.0,1.0,0.0,,,,,,,,,,95.3224,0.0
11710-100222319,11710-100222313,지상,서울특별시 송파구 올림픽로 435,,,,,,,306동,202,지상,20.0,2.0,55.65,0.0,0.0
11650-12275,,지상,서울특별시 서초구 사평대로22길 5,4.0,1.0,0.0,,,,,,,,,,197.6575,6.0
11650-12244,,지상,서울특별시 서초구 사평대로26길 38,6.0,1.0,1.0,,,,,,,,,,293.78,10.0
11650-12070,,지상,서울특별시 서초구 서초중앙로31길 20,6.0,1.0,1.0,,,,,,,,,,0.0,10.0
11650-11742,,지상,서울특별시 서초구 나루터로 70,3.0,1.0,0.0,,,,,,,,,,163.62,7.0
11680-7347,,지상,서울특별시 강남구 강남대로 410,5.0,1.0,0.0,,,,,,,,,,252.65,0.0
11680-7552,,지상,서울특별시 강남구 강남대로110길 83-9,2.0,1.0,0.0,,,,,,,,,,69.71,0.0
11680-8231,,지상,서울특별시 강남구 학동로 517,4.0,1.0,0.0,,,,,,,,,,168.26,3.0
11680-8462,,지상,서울특별시 강남구 압구정로 308,5.0,1.0,0.0,,,,,,,,,,252.72,0.0
11680-8465,,지상,서울특별시 강남구 삼성로81길 25,4.0,1.0,0.0,,,,,,,,,,220.18,6.0
11680-9223,,지상,서울특별시 강남구 강남대로120길 34,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11740-9851,,지상,서울특별시 강동구 구천면로 249,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11620-24374,,지상,서울특별시 관악구 시흥대로 576,6.0,2.0,1.0,,,,,,,,,,352.39,22.0
11620-14231,,지상,서울특별시 관악구 남부순환로163나길 2,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11350-652,,지상,서울특별시 노원구 동일로192가길 16,,,,2.0,0.0,0.0,,,,,,,76.21,45.0
11350-7534,,지상,서울특별시 노원구 한글비석로 325,4.0,1.0,0.0,,,,,,,,,,183.18,21.0
11440-23912,,지상,서울특별시 마포구 동교로 42-1,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-28644,,지상,서울특별시 마포구 동교로36길 18,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11470-14545,,지상,서울특별시 양천구 신정로7길 60-14,5.0,1.0,1.0,,,,,,,,,,299.1513,8.0
11440-20918,,지상,서울특별시 마포구 동교로15길 6,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-19807,,지상,서울특별시 마포구 잔다리로6길 5,4.0,2.0,0.0,,,,,,,,,,193.33,0.0
11320-14153,,지상,서울특별시 도봉구 도봉산4길 7,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-15285,,지상,서울특별시 마포구 독막로32길 5,4.0,1.0,0.0,,,,,,,,,,182.95,2.0
11740-13261,,지상,서울특별시 강동구 천호대로175길 58,4.0,1.0,0.0,,,,,,,,,,156.64,13.0
11170-13912,,지상,서울특별시 용산구 소월로44가길 3,2.0,0.0,0.0,,,,,,,,,,117.91,0.0
11350-10772,,지상,서울특별시 노원구 동일로 1102,4.0,1.0,0.0,,,,,,,,,,0.0,7.0
11290-100195970,,지상,서울특별시 성북구 종암로23길 35,,,,2.0,206.0,0.0,,,,,,,225.2,148.0
11320-7227,,지상,서울특별시 도봉구 방학로 133,3.0,1.0,0.0,,,,,,,,,,145.89,2.0
11590-23017,,지상,서울특별시 동작구 현충로 144,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11590-100207369,11590-100206676,지상,서울특별시 동작구 서달로 91,0.0,3.0,1.0,,,,,,,,,,0.0,0.0
11590-4442,11590-532,지상,서울특별시 동작구 상도로26길 19,1.0,0.0,0.0,,,,,,,,,,7.29,0.0
11290-1269,,지상,서울특별시 성북구 길음로 16,,,,12.0,977.0,0.0,,,,,,,233.18,1257.0
11290-31676,,지상,서울특별시 성북구 화랑로18길 37,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-10921,,지상,서울특별시 서대문구 이화여대5길 2,3.0,1.0,0.0,,,,,,,,,,237.37,0.0
11410-13261,,지상,서울특별시 서대문구 신촌로 17,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-6519,,지상,서울특별시 종로구 돈화문로 7-6,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11680-24319,,지상,서울특별시 강남구 논현로 826,6.0,1.0,0.0,,,,,,,,,,289.65,10.0
11710-13122,,지상,서울특별시 송파구 송파대로37길 26-1,4.0,1.0,0.0,,,,,,,,,,189.5765,4.0
11710-19057,,지상,서울특별시 송파구 거마로 81,4.0,1.0,0.0,,,,,,,,,,189.19,10.0
11710-21811,,지상,서울특별시 송파구 마천로7길 5,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-3403,,지상,서울특별시 강남구 논현로155길 30-6,4.0,1.0,0.0,,,,,,,,,,168.36,5.0
11680-22427,,지상,서울특별시 강남구 언주로106길 10-4,2.0,1.0,0.0,,,,,,,,,,76.96,2.0
11215-15691,,지상,서울특별시 광진구 아차산로69길 22,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11230-100255415,,지상,서울특별시 동대문구 경동시장로 30-7,2.0,0.0,0.0,,,,,,,,,,106.54,0.0
11230-26378,,지상,서울특별시 동대문구 천호대로13길 62,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11215-559,,지상,서울특별시 광진구 뚝섬로31길 20,,,,5.0,314.0,0.0,,,,,,,322.99,329.0
11530-166,,지상,서울특별시 구로구 경인로66길 5,,,,2.0,120.0,0.0,,,,,,,290.58,123.0
11530-18924,,지상,서울특별시 구로구 개봉로18길 10,4.0,1.0,0.0,,,,,,,,,,201.11,0.0
11620-100191626,,지상,서울특별시 관악구 관천로11길 117,5.0,1.0,0.0,,,,,,,,,,249.49,4.0
11110-19243,,지상,서울특별시 종로구 세종대로23길 5,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11590-10175,,지상,서울특별시 동작구 상도로 337,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11260-100240758,,지상,서울특별시 중랑구 겸재로 164,7.0,2.0,2.0,,,,,,,,,,248.9,31.0
11260-100260250,,지상,서울특별시 중랑구 사가정로 373,8.0,2.0,1.0,,,,,,,,,,348.78,32.0
11380-159,,지상,서울특별시 은평구 통일로 819,,,,2.0,0.0,0.0,,,,,,,0.0,0.0
11380-20793,11380-159,지상,서울특별시 은평구 통일로 819,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11380-20795,11380-159,지상,서울특별시 은평구 통일로 819,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11380-23968,,지상,서울특별시 은평구 응암로 255,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11380-25770,,지상,서울특별시 은평구 응암로22길 22-1,6.0,2.0,0.0,,,,,,,,,,302.51,32.0
11590-1590,11590-679,지상,상도동 366-5,1.0,0.0,0.0,,,,,,,,,,60.44,32.0
11560-12303,,지상,서울특별시 영등포구 도영로 54,2.0,0.0,0.0,,,,,,,,,,86.29,0.0
11590-4998,11590-1007,지상,서울특별시 동작구 서달로10길 9-1,3.0,0.0,0.0,,,,,,,,,,131.93,0.0
11560-6848,,지상,서울특별시 영등포구 영중로 133,5.0,1.0,1.0,,,,,,,,,,298.37,12.0
11560-15215,11560-780,지상,서울특별시 영등포구 도림로143길 30,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11500-100199227,11500-100199213,지상,서울특별시 강서구 수명로2가길 22,,,,,,,707동,402,지상,20.0,1.0,56.3771,0.0,0.0
11500-16496,,지상,서울특별시 강서구 강서로48길 9,2.0,1.0,0.0,,,,,,,,,,99.68,0.0
11500-392,,지상,서울특별시 강서구 등촌로13자길 42-14,,,,2.0,0.0,0.0,,,,,,,64.47,47.0
11500-27007,,지상,서울특별시 강서구 공항대로 290,4.0,1.0,0.0,,,,,,,,,,103.4803,70.0
11290-17124,,지상,서울특별시 성북구 정릉로36길 44,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11500-21711,,지상,서울특별시 강서구 양천로 51,3.0,1.0,0.0,,,,,,,,,,166.8468,0.0
11470-20111,,지상,서울특별시 양천구 목동동로10길 11,3.0,1.0,0.0,,,,,,,,,,157.74,0.0
11530-11971,,지상,서울특별시 구로구 디지털로27길 93,4.0,1.0,0.0,,,,,,,,,,0.0,3.0
11200-19155,11200-100542646,지상,서울특별시 성동구 서울숲4길 28-20,2.0,1.0,0.0,,,,,,,,,,79.48,0.0
11200-19516,,지상,서울특별시 성동구 서울숲7길 7,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11500-100282872,,지상,서울특별시 강서구 마곡동로 62,7.0,2.0,2.0,,,,,,,,,,299.44,92.0
11200-24242,,지상,서울특별시 성동구 동일로 299-1,5.0,1.0,0.0,,,,,,,,,,195.5622,5.0
11305-22907,,지상,서울특별시 강북구 삼양로117길 53,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11305-1668,,지상,서울특별시 강북구 월계로3길 54,1.0,0.0,0.0,,,,,,,,,,49.43,0.0
11140-22429,11140-12,지상,서울특별시 중구 퇴계로75길 11,6.0,1.0,0.0,,,,,,,,,,307.847,1.0
11200-22727,,지상,서울특별시 성동구 둘레15길 4-1,2.0,1.0,0.0,,,,,,,,,,124.23,0.0
11200-100247157,,지상,서울특별시 성동구 왕십리로4길 26-7,5.0,0.0,1.0,,,,,,,,,,282.85,1.0
11200-18870,,지상,서울특별시 성동구 왕십리로 98-1,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11230-36126,,지상,서울특별시 동대문구 휘경로 63,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11230-34588,,지상,서울특별시 동대문구 장한로25길 20,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11650-100197636,,지상,서울특별시 서초구 효령로33길 50,,,,9.0,496.0,0.0,,,,,,,206.21,937.0
11200-21335,,지상,서울특별시 성동구 연무장길 9-1,2.0,1.0,0.0,,,,,,,,,,155.59,0.0
11200-17334,,지상,서울특별시 성동구 상원6길 10,5.0,1.0,1.0,,,,,,,,,,276.9,2.0
11590-1587,11590-679,지상,상도동 366-5,1.0,0.0,0.0,,,,,,,,,,60.44,32.0
11440-100256523,,지상,서울특별시 마포구 월드컵북로44길 17,6.0,0.0,1.0,,,,,,,,,,249.01,3.0
11620-6717,,지상,서울특별시 관악구 호암로20길 29,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11200-9526,,지상,서울특별시 성동구 고산자로 234,8.0,2.0,2.0,,,,,,,,,,384.5708,49.0
11500-100226508,11500-100226499,지상,서울특별시 강서구 공항대로7길 11,,,,,,,,601,지상,20.0,1.0,22.65,0.0,0.0
11620-1000000000000000071919,,지상,서울특별시 관악구 남부순환로 2064,8.0,2.0,2.0,,,,,,,,,,249.95,48.0
11620-100249993,,지상,서울특별시 관악구 문성로16다길 138,2.0,0.0,0.0,,,,,,,,,,68.65,2.0
11620-5897,,지상,서울특별시 관악구 호암로24길 46,5.0,1.0,0.0,,,,,,,,,,276.37,6.0
11110-26276,,지상,서울특별시 종로구 북촌로9길 16-2,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11110-20017,,지상,서울특별시 종로구 종로 113,4.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-21899,,지상,서울특별시 용산구 신흥로 100,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-11869,,지상,서울특별시 종로구 돈화문로11다길 40,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-25818,,지상,서울특별시 용산구 이태원로27가길 54-3,2.0,1.0,0.0,,,,,,,,,,99.99,0.0
11110-4440,,지상,서울특별시 종로구 대학로14길 26-6,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-1000000000000000072446,,지상,서울특별시 종로구 종로65길 26,5.0,1.0,1.0,,,,,,,,,,220.53,3.0
11350-100204511,,지상,중계동 363-7,,,,4.0,0.0,0.0,,,,,,,38.42,14.0
11410-20146,,지상,서울특별시 서대문구 연희로39길 3,3.0,1.0,0.0,,,,,,,,,,0.0,2.0
11500-26697,,지상,서울특별시 강서구 공항대로 503,5.0,1.0,0.0,,,,,,,,,,214.44,5.0
11350-8953,,지상,서울특별시 노원구 공릉로 154-5,4.0,0.0,0.0,,,,,,,,,,193.7339,3.0
11410-100247043,,지상,서울특별시 서대문구 북아현로22길 21,4.0,2.0,1.0,,,,,,,,,,149.05,7.0
11320-3043,,지상,서울특별시 도봉구 우이천로38길 88,4.0,1.0,0.0,,,,,,,,,,172.76,3.0
11560-1000000000000000087562,,지상,서울특별시 영등포구 선유로49길 22,0.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-15289,,지상,서울특별시 서대문구 연희맛로 7-31,2.0,1.0,0.0,,,,,,,,,,109.43,0.0
11650-1274,,지상,서울특별시 서초구 청두곶10길 17,4.0,1.0,0.0,,,,,,,,,,161.75,7.0
11260-100273350,,지상,서울특별시 중랑구 양원역로10길 17,7.0,3.0,1.0,,,,,,,,,,398.93,30.0
11650-13436,,지상,서울특별시 서초구 서초중앙로 238,3.0,1.0,1.0,,,,,,,,,,183.61,4.0
11290-6409,,지상,서울특별시 성북구 동소문로 50,6.0,2.0,0.0,,,,,,,,,,299.36,0.0
11290-26381,,지상,서울특별시 성북구 종암로14길 12-16,4.0,0.0,0.0,,,,,,,,,,176.91,3.0
11680-100278203,,지상,서울특별시 강남구 학동로23길 55,4.0,1.0,1.0,,,,,,,,,,149.89,10.0
11680-8167,,지상,서울특별시 강남구 학동로 146,5.0,1.0,1.0,,,,,,,,,,230.11,0.0
11710-7680,,지상,서울특별시 송파구 백제고분로41길 42-8,1.0,1.0,0.0,,,,,,,,,,44.7,3.0
11710-9188,,지상,서울특별시 송파구 송이로23길 52-19,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11710-100214515,11710-100214472,지상,서울특별시 송파구 올림픽로 99,,,,,,,162동,1103,지상,40.0,0.0,22.462,0.0,0.0
11680-9916,,지상,서울특별시 강남구 언주로 552,6.0,1.0,1.0,,,,,,,,,,299.57,12.0
11650-15941,,지상,서울특별시 서초구 서초대로46길 109,6.0,2.0,1.0,,,,,,,,,,295.72,12.0
11650-15851,,지상,서울특별시 서초구 반포대로22길 79-6,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11650-15713,,지상,서울특별시 서초구 서초대로46길 15,5.0,1.0,0.0,,,,,,,,,,214.69,3.0
11305-1623,,지상,서울특별시 강북구 도봉로6길 46,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11305-1549,,지상,서울특별시 강북구 월계로3길 42,5.0,1.0,0.0,,,,,,,,,,242.58,0.0
11305-11723,,지상,서울특별시 강북구 솔샘로 223,6.0,1.0,1.0,,,,,,,,,,208.54,24.0
11680-8173,,지상,서울특별시 강남구 언주로113길 8,5.0,2.0,1.0,,,,,,,,,,247.27,8.0
11680-14038,,지상,서울특별시 강남구 언주로103길 27,4.0,1.0,0.0,,,,,,,,,,176.64,4.0
11680-15385,,지상,서울특별시 강남구 선릉로127길 8,7.0,1.0,1.0,,,,,,,,,,313.99,4.0
11680-15784,,지상,서울특별시 강남구 봉은사로81길 7,3.0,1.0,0.0,,,,,,,,,,136.65,28.0
11680-17112,,지상,서울특별시 강남구 도산대로51길 44,6.0,1.0,0.0,,,,,,,,,,261.81,4.0
11560-3506,,지상,서울특별시 영등포구 경인로 884,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11545-100200675,,지상,서울특별시 금천구 독산로40길 29,2.0,0.0,1.0,,,,,,,,,,119.92,7.0
11440-1328,,지상,서울특별시 마포구 백범로 139,,,,7.0,0.0,0.0,,,,,,,70.44,79.0
11440-16912,,지상,서울특별시 마포구 서강로13길 31-2,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11440-21776,,지상,서울특별시 마포구 양화로23길 10-8,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-28190,,지상,서울특별시 마포구 동교로51길 87,4.0,1.0,0.0,,,,,,,,,,170.0,0.0
11440-32386,11440-1127,지상,서울특별시 마포구 월드컵북로 233,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11650-100238114,,지상,양재동 232-4,,,,11.0,0.0,0.0,,,,,,,45.14,705.0
11650-9043,,지상,서울특별시 서초구 논현로19길 17,6.0,1.0,1.0,,,,,,,,,,266.75,6.0
11650-9734,11650-296,지상,서울특별시 서초구 동산로 60,5.0,1.0,1.0,,,,,,,,,,235.21,7.0
11680-100194987,,지상,서울특별시 강남구 압구정로46길 5-2,5.0,3.0,1.0,,,,,,,,,,248.025,35.0
11620-29152,,지상,서울특별시 관악구 봉천로 590,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11620-2412,11620-383,지상,서울특별시 관악구 신림로29길 8,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11710-23432,,지상,서울특별시 송파구 오금로 500,6.0,1.0,1.0,,,,,,,,,,234.3,7.0
11710-23930,,지상,서울특별시 송파구 동남로24길 11,5.0,1.0,0.0,,,,,,,,,,0.0,5.0
11650-18698,,지상,서울특별시 서초구 염곡말길 58,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11650-18516,,지상,서울특별시 서초구 홍씨마을길 26,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-4628,,지상,서울특별시 강남구 테헤란로64길 25,6.0,1.0,0.0,,,,,,,,,,261.67,6.0
11650-100268975,,지상,서울특별시 서초구 방배로36길 3,6.0,1.0,1.0,,,,,,,,,,248.76,9.0
11650-100298590,,지상,서울특별시 서초구 마방로2길 45,5.0,1.0,1.0,,,,,,,,,,199.4236,4.0
11650-11363,,지상,서울특별시 서초구 강남대로95길 40,7.0,1.0,1.0,,,,,,,,,,314.08,12.0
11260-100274810,,지상,서울특별시 중랑구 상봉중앙로5나길 18,4.0,0.0,1.0,,,,,,,,,,150.5,2.0
11260-100275071,,지상,서울특별시 중랑구 중랑천로12길 55-10,8.0,0.0,1.0,,,,,,,,,,359.65,4.0
11260-10874,,지상,서울특별시 중랑구 면목로57길 35,5.0,1.0,0.0,,,,,,,,,,218.61,7.0
11260-26042,,지상,서울특별시 중랑구 망우로73길 36,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11560-8702,11560-887,지상,서울특별시 영등포구 당산로32길 5,3.0,1.0,0.0,,,,,,,,,,225.55,0.0
11560-2132,,지상,서울특별시 영등포구 국회대로56길 34,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11560-25561,,지상,서울특별시 영등포구 대방천로 150,5.0,1.0,0.0,,,,,,,,,,0.0,3.0
11680-389,,지상,서울특별시 강남구 개포로 516,,,,22.0,1960.0,0.0,,,,,,,0.0,0.0
11710-21799,,지상,서울특별시 송파구 오금로49길 31,4.0,1.0,0.0,,,,,,,,,,178.19,8.0
11440-9570,,지상,서울특별시 마포구 큰우물로 76,15.0,3.0,3.0,,,,,,,,,,468.07,120.0
11710-13402,,지상,서울특별시 송파구 중대로 118,5.0,1.0,1.0,,,,,,,,,,207.0506,7.0
11680-2475,11680-389,지상,서울특별시 강남구 개포로 516,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-20496,,지상,서울특별시 강남구 선릉로 545,2.0,1.0,0.0,,,,,,,,,,99.21,3.0
11680-19479,,지상,서울특별시 강남구 논현로94길 25-4,2.0,1.0,0.0,,,,,,,,,,65.73,2.0
11680-18981,,지상,서울특별시 강남구 언주로173길 16,5.0,1.0,0.0,,,,,,,,,,193.62,6.0
11320-14003,,지상,서울특별시 도봉구 도봉로152가길 160,3.0,1.0,0.0,,,,,,,,,,144.96,4.0
11320-10617,,지상,서울특별시 도봉구 덕릉로58길 16,3.0,1.0,0.0,,,,,,,,,,155.23,3.0
11260-3396,,지상,서울특별시 중랑구 면목로 389,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11260-7713,,지상,서울특별시 중랑구 면목로 269,4.0,1.0,0.0,,,,,,,,,,198.74,0.0
11305-1000000000000000052383,,지상,서울특별시 강북구 한천로139가길 14,8.0,1.0,1.0,,,,,,,,,,322.99,3.0
